CAS_NUMBER	ID	COMPOUND_CODE	COMPOUND_NAME	FMLA	MOLECULAR_WEIGHT	KOWLOGP	STRUCTURECATEGORY	SMILES	AUTHORS	JOURNAL	PUBLICATION_DATE	VOLUME_NUMBER	START_PAGE	SOURCE_URL	ASSAY_CLASS_NAME	ASSAY_NAME	SPECIES_STRAIN	ENDPOINT_NAME	ENDPOINT_VALUE	ENDPOINT_UNIT	PROTEIN_SUBTYPE	PROTEIN_DOMAIN	ROUTE_OF_COMPOUND
10540-29-1	345	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Rivera-Guevara C, PÃ©rez-Alvarez V, GarcÃ­a-Becerra R, Ordaz-Rosado D, Morales-RÃ­os MS, HernÃ¡ndez-Gallegos E, Cooney AJ, Bravo-GÃ³mez ME, Larrea F, Camacho J.	Bioorg. Med. Chem.	2010	18	5593		Binding	Displacement of [2,4,6,7-3H]estradiol from human ERalpha expressed in HeLa cells after 18 hrs by liquid scintillation counting relative to estradiol	Human	logRBA	-0.292		alpha		
10540-29-1	346	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Burke PJ, Koch TH.	J. Med. Chem.	2004	47	1193		Binding	Inhibition of [3H]E2 binding to estrogen receptor alpha in MCF-7 cell lysate	Human	logRBA	-1.125		alpha		
10540-29-1	347	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2003			http://www.meti.go.jp/english/report/data/g020205ae.html	Binding	ER in vitro binding assay with RI-labeled estradiol as reference ligand	Rat	logRBA	1.67		alpha		
10540-29-1	348	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Shankar R, Chakravarti B, Singh US, Ansari MI, Deshpande S, Dwivedi SK, Bid HK, Konwar R, Kharkwal G, Chandra V, Dwivedi A, Hajela K.	Bioorg. Med. Chem.	2009	17	3847		Binding	Displacement of [3H]estradiol form ERalpha in rat uterine cytosol after 22 hrs by charcol adsorption method relative to 17-beta-estradiol	Rat	logRBA	0.342		alpha		
10540-29-1	349	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Knebel N, von Angerer E.	J. Med. Chem.	1988	31	1675		Binding	Relative binding affinity for the calf uterine estrogen receptor.	Cattle	logRBA	0.301		alpha		
10540-29-1	350	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Zablocki JA, Katzenellenbogen JA, Carlson KE, Norman MJ, Katzenellenbogen BS.	J. Med. Chem.	1987	30	829		Binding	Relative binding affinity (RBA) for Estrogen receptor compared to [3H]-estradiol	Sheep	logRBA	0.176		alpha		
10540-29-1	351	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Gilbert J, Fuentes M, Ojasoo T, DorÃ© JC, Pons M.	J. Med. Chem.	1997	40	1104		Binding	Relative binding affinity to the estrogen receptor in lamb uterus cytosol	Sheep	logRBA	0.041		alpha		
10540-29-1	352	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the human ERa receptor	Human	logRBA	1.041		alpha	Full-length	
10540-29-1	353	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kuiper GG, Carlsson B, Grandien K, Enmark E, HÃ¤ggblad J, Nilsson S, Gustafsson JA.	Endocrinology 	1997	138	863		Binding	Relative binding affinity (RBA) of ERa	Human	logRBA	0.845		alpha	Full-length	
10540-29-1	354	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Recombinant Human ERa	Human	logRBA	0.639		alpha	Full-length	
10540-29-1	355	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Binding	Relative binding affinity (RBA) of ERa	Human	logRBA	0.602		alpha	Full-length	
10540-29-1	356	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ERa binding assays measuring displacement of a fluorescently-labeled estrogen ligand by the test substances using fluorescent polarization (FP)	Human	logRBA	0.481		alpha	Full-length	
10540-29-1	357	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Human ERa	Human	logRBA	0.002		alpha	Full-length	
10540-29-1	358	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Rat ERa	Rat	logRBA	0.365		alpha	Full-length	
10540-29-1	359	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the mouse ERa receptor	Mouse	logRBA	1		alpha	Full-length	
10540-29-1	360	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Mouse ERa	Mouse	logRBA	0.388		alpha	Full-length	
10540-29-1	361	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Barrett I, Meegan MJ, Hughes RB, Carr M, Knox AJ, Artemenko N, Golfis G, Zisterer DM, Lloyd DG.	Bioorg. Med. Chem.	2008	16	9554		Binding	Displacement of fluorescein labeled estradiol from human recombinant ERbeta expressed in baculovirus infected insect cells by fluorescence polarization assay	Human	IC50	170	nM	beta		
10540-29-1	362	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Shani J, Gazit A, Livshitz T, Biran S.	J. Med. Chem.	1985	28	1504		Binding	Displacement of [3H]E2 specific binding to estrogen receptor	Rat	IC50	20	nM	beta		
10540-29-1	363	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Hardcastle IR, Rowlands MG, Houghton J, Parr IB, Potter GA, Jarman M, Edwards KJ, Laughton CA, Trent JO, Neidle S.	J. Med. Chem.	1995	38	241		Binding	Receptor binding affinity(RBA) for rat uterine cytosolic estrogen receptor relative to estradiol	Rat	logRBA	0.602		beta		
10540-29-1	364	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Robertson DW, Katzenellenbogen JA, Hayes JR, Katzenellenbogen BS.	J. Med. Chem.	1982	25	167		Binding	Displacement of [3H]estradiol from estrogen receptor in rat uterine cytosol	Rat	logRBA	0.322		beta		
10540-29-1	365	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Sharma AP, Saeed A, Durani S, Kapil RS.	J. Med. Chem.	1990	33	3222		Binding	Relative binding affinity against estrogen receptor(ER)	Rat	logRBA	0.255		beta		
10540-29-1	366	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	McCague R, Kuroda R, Leclercq G, Stoessel S.	J. Med. Chem.	1986	29	2053		Binding	Relative binding affinity against estrogen receptor in cytosol assay	Rat	logRBA	0		beta		
10540-29-1	367	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Day BW, Magarian RA, Jain PT, Pento JT, Mousissian GK, Meyer KL.	J. Med. Chem.	1991	34	842		Binding	Relative binding affinity evaluated from the ability to displace [3H]estradiol from estrogen receptor in rat uterine cytosol preparation.	Rat	logRBA	-0.046		beta		
10540-29-1	368	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	McCague R, Kuroda R, Leclercq G, Stoessel S.	J. Med. Chem.	1986	29	2053		Binding	Relative binding affinity against estrogen receptor in whole cell assay	Rat	logRBA	-1.222		beta		
10540-29-1	369	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Schneider MR, Ball H, Schiller CD.	J. Med. Chem.	1986	29	1355		Binding	Relative binding affinity against Estrogen receptor in immature mouse.	Mouse	logRBA	0.255		beta		
10540-29-1	370	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Bignon E, Pons M, Crastes de Paulet AC, DorÃ© JC, Gilbert J, Abecassis J, Miquel JF, Ojasoo T, Raynaud JP.	J. Med. Chem.	1989	32	2092		Binding	Relative binding affinity against estrogen receptor in calf uterus cytosol using [3H]E2 as radioligand, incubated at 2 hours at 0 degree Centigrade.	Cattle	logRBA	1.114		beta		
10540-29-1	371	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Knebel NG, von Angerer E.	J. Med. Chem.	1991	34	2145		Binding	Binding affinity towards calf uterine estrogen receptor using [3H]17-beta-estradiol as radioligand	Cattle	logRBA	0.255		beta		
10540-29-1	372	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Lubczyk V, Bachmann H, Gust R.	J. Med. Chem.	2002	45	5358		Binding	Relative binding affinity for estrogen receptor of calf uterine cytosol with [3H]E2	Cattle	logRBA	0.255		beta		
10540-29-1	373	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Lubczyk V, Bachmann H, Gust R.	J. Med. Chem.	2003	46	1484		Binding	Displacement of [3H]E2 from calf uterine estrogen receptor	Cattle	logRBA	0.255		beta		
10540-29-1	374	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Bignon E, Pons M, Crastes de Paulet AC, DorÃ© JC, Gilbert J, Abecassis J, Miquel JF, Ojasoo T, Raynaud JP.	J. Med. Chem.	1989	32	2092		Binding	Relative binding affinity against estrogen receptor in calf uterus cytosol using [3H]E2 as radioligand, incubated at 5 hours at 25 degree Centigrade.	Cattle	logRBA	0.041		beta		
10540-29-1	375	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	DorÃ© JC, Gilbert J, Bignon E, Crastes de Paulet A, Ojasoo T, Pons M, Raynaud JP, Miquel JF.	J. Med. Chem.	1992	35	573		Binding	Relative binding affinity was measured on calf uterus estrogen receptor after 5 hr at 25C.	Cattle	logRBA	0.041		beta		
10540-29-1	376	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	McCague R, Leclercq G.	J. Med. Chem.	1987	30	1761		Binding	Relative binding affinity for estrogen receptor of calf uterine cytosol	Cattle	logRBA	0		beta		
10540-29-1	377	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	McCague R, Leclercq G, Legros N, Goodman J, Blackburn GM, Jarman M, Foster AB.	J. Med. Chem.	1989	32	2527		Binding	Relative binding affinity against estrogen receptors in calf uterine cytosol.	Cattle	logRBA	0		beta		
10540-29-1	378	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Recombinant Human ERb	Human	logRBA	0.349		beta	Full-length	
10540-29-1	379	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Human ERb	Human	logRBA	0.057		beta	Full-length	
10540-29-1	380	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ERb binding assays measuring displacement of a fluorescently-labeled estrogen ligand by the test substances using fluorescent polarization (FP)	Human	logRBA	-1.77		beta	Full-length	
10540-29-1	381	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Rat estrogen receptor beta	Rat	logRBA	0.778		beta	Full-length	
10540-29-1	382	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kuiper GG, Carlsson B, Grandien K, Enmark E, HÃ¤ggblad J, Nilsson S, Gustafsson JA.	Endocrinology 	1997	138	863		Binding	Relative binding affinity (RBA) of ERb	Rat	logRBA	0.778		beta	Full-length	
10540-29-1	383	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Binding	Relative binding affinity (RBA) of ERb	Rat	logRBA	0.477		beta	Full-length	
10540-29-1	384	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Rat ERb	Rat	logRBA	-0.321		beta	Full-length	
10540-29-1	385	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Mouse ERb	Mouse	logRBA	-0.58		beta	Full-length	
10540-29-1	386	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Lubczyk V, Bachmann H, Gust R.	J. Med. Chem.	2003	46	1484		Reporter Gene	Inhibition of estradiol induced estrogen receptor transcriptional activation in MCF-7-2a cells	Human	IC50	500	nM			
10540-29-1	387	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Gilbert J, Fuentes M, Ojasoo T, DorÃ© JC, Pons M.	J. Med. Chem.	1997	40	1104		Reporter Gene	Anti-estrogenicity for 50% inhibition of the MVLN cell luciferase activity due to 0.1 nM E2 (estradiol)	Human	IC50	300	nM			
10540-29-1	388	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Allan M, Manku S, Therrien E, Nguyen N, Styhler S, Robert MF, Goulet AC, Petschner AJ, Rahil G, Robert Macleod A, DÃ©ziel R, Besterman JM, Nguyen H, Wahhab A.	Bioorg. Med. Chem. Lett.	2009	19	1218		Reporter Gene	Antiestrogenic activity in human T47D cells expressing estrogen receptor assessed as estrogen-dependent transcription by luciferase reporter gene assay	Human	IC50	100	nM			
10540-29-1	389	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Coldham NG, Dave M, Sivapathasundaram S, McDonnell DP, Connor C, Sauer MJ.	Environ. Health Perspect. 	1997	105	734		Reporter Gene	The recombinant yeast cell bioassay (RCBA) relative to E2 of Antistrogens	Human	logRA	1.663				
10540-29-1	390	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Reporter Gene	Relative transactivation activity (RTA) of ERa	Human	logRA	0.778				
10540-29-1	391	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Coldham NG, Dave M, Sivapathasundaram S, McDonnell DP, Connor C, Sauer MJ.	Environ. Health Perspect. 	1997	105	734		Reporter Gene	The recombinant yeast cell bioassay (RCBA) relative to E2 of Estrogens	Human	logRA	-2.301				
10540-29-1	392	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Lubczyk V, Bachmann H, Gust R.	J. Med. Chem.	2003	46	1484		Reporter Gene	Agonistic effect on estrogen receptor mediated transcriptional activation in MCF-7-2a cells at 1 uM compared to 10e-8 M estradiol	Human	logRA	-10000				
10540-29-1	393	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Reporter Gene	Relative transactivation activity (RTA) of ERb	Rat	logRA	0.301				
10540-29-1	394	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Schneider MR, Ball H, Schiller CD.	J. Med. Chem.	1986	29	1355		Reporter Gene	In vitro estrogenic effect in immature mice at 10 ug	Mouse	INH	100	%			
10540-29-1	395	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Schneider MR, Ball H, Schiller CD.	J. Med. Chem.	1986	29	1355		Reporter Gene	In vitro estrogenic effect in immature mice at 100 ug	Mouse	INH	79	%			
10540-29-1	396	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Schneider MR, Ball H, Schiller CD.	J. Med. Chem.	1986	29	1355		Reporter Gene	In vitro estrogenic effect in immature mice at 1 ug	Mouse	INH	43	%			
10540-29-1	397	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Schneider MR, Ball H, Schiller CD.	J. Med. Chem.	1986	29	1355		Reporter Gene	Antiestrogenic effect in immature mouse at a dose of 25 ug.	Mouse	INH	11	%			
10540-29-1	398	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Schneider MR, Ball H, Schiller CD.	J. Med. Chem.	1986	29	1355		Reporter Gene	Antiestrogenic effect in immature mouse at a dose of 1 ug.	Mouse	INH	0	%			
10540-29-1	399	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Shen J, Tan C, Zhang Y, Li X, Li W, Huang J, Shen X, Tang Y.	J. Med. Chem.	2010	53	5361		Reporter Gene	Antagonist activity at ERalpha expressed in yeast assessed as inhibition of E2-induced alpha-galactosidase activity		IC50	2540	nM	alpha		
10540-29-1	400	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Halleux C, Kallen J, Keller H, Schlaeppi JM, Stark W.	J. Med. Chem.	2003	46	2945		Reporter Gene	Inhibitory concentration against estrogen receptor alpha using estrogen response element (ERE) assay.		IC50	622	nM	alpha		
10540-29-1	401	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Geiser M, Halleux C, Kallen J, Keller H, Ramage P.	J. Med. Chem.	2005	48	364		Reporter Gene	Inhibition of 17-beta-estradiol mediated luciferase transcription in HeLa cells expressing human estrogen receptor alpha; ERE assay	Human	IC50	622	nM	alpha		
10540-29-1	402	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3		J. Health Sci.	2000	46	282		Reporter Gene	relative activity of yeast two-hybrid assay on ERa	Human	logRA10	-5.523		alpha	LBD	
10540-29-1	403	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Halleux C, Kallen J, Keller H, Schlaeppi JM, Stark W.	J. Med. Chem.	2003	46	2945		Reporter Gene	Inhibitory concentration against estrogen receptor 2 using estrogen response element (ERE) assay.		IC50	1000	nM	beta		
10540-29-1	404	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Geiser M, Halleux C, Kallen J, Keller H, Ramage P.	J. Med. Chem.	2005	48	364		Reporter Gene	Inhibition of 17-beta-estradiol mediated luciferase transcription in HeLa cells expressing human estrogen receptor beta; ERE assay	Human	IC50	1000	nM	beta		
10540-29-1	405	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Barrett I, Meegan MJ, Hughes RB, Carr M, Knox AJ, Artemenko N, Golfis G, Zisterer DM, Lloyd DG.	Bioorg. Med. Chem.	2008	16	9554		Cell Proliferation	Antiproliferative activity against hormone independent human MDA-MB-231 cells upto 100 nM after 72 hrs by MTT assay	Human	IC50	-10000				
10540-29-1	406	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Jain N, Xu J, Kanojia RM, Du F, Jian-Zhong G, Pacia E, Lai MT, Musto A, Allan G, Reuman M, Li X, Hahn D, Cousineau M, Peng S, Ritchie D, Russell R, Lundeen S, Sui Z.	J. Med. Chem.	2009	52	7544		Cell Proliferation	Agonist activity at estrogen receptor in human MCF7 cells assessed as 17-beta-estradiol-induced cell proliferation at 10 uM after 24 hrs by [14C]thymidine incorporation assay	Human	IC50	-10000				
10540-29-1	407	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Yadav Y, Maclean ED, Bhattacharyya A, Parmar VS, Balzarini J, Barden CJ, Too CK, Jha A.	Eur. J. Med. Chem.	2011	46	3858		Cell Proliferation	Cytotoxicity activity against human MCF7 cells by MTS assay	Human	IC50	31000	nM			
10540-29-1	408	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3		Bioorg. Med. Chem. Lett.	1995	5	2217		Cell Proliferation	In vitro inhibition of estrogen receptor negative MDA-MD-231 human mammary carcinoma cell proliferation	Human	IC50	28000	nM			
10540-29-1	409	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kumar A, Tripathi VD, Kumar P, Gupta LP, Akanksha, Trivedi R, Bid H, Nayak VL, Siddiqui JA, Chakravarti B, Saxena R, Dwivedi A, Siddiquee MI, Siddiqui U, Konwar R, Chattopadhyay N.	Bioorg. Med. Chem.	2011	19	5409		Cell Proliferation	Antiproliferative activity against human Ishikawa cells expressing estrogen receptor after 48 hrs by MTT assay	Human	IC50	22500	nM			
10540-29-1	410	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Shankar R, Chakravarti B, Singh US, Ansari MI, Deshpande S, Dwivedi SK, Bid HK, Konwar R, Kharkwal G, Chandra V, Dwivedi A, Hajela K.	Bioorg. Med. Chem.	2009	17	3847		Cell Proliferation	Antiproliferative activity against human estrogen receptor deficient MDA-MB-231 cells after 48 hrs by MTT assay	Human	IC50	20000	nM			
10540-29-1	411	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Akama T, Shida Y, Sugaya T, Ishida H, Gomi K, Kasai M.	J. Med. Chem.	1996	39	3461		Cell Proliferation	Inhibition of 10e-4 uM estradiol induced estrogen receptor positive MCF-7 human breast cancer cell proliferation	Human	IC50	19000	nM			
10540-29-1	412	2	tamoxifen	C26H29NO	371.51	4.97		CC\\C(=C(/c1ccccc1)\\c2ccc(OCCN(C)C)cc2)\\c3ccccc3	Kumar A, Tripathi VD, Kumar P, Gupta LP, Akanksha, Trivedi R, Bid H, Nayak VL, Siddiqui JA, Chakravarti B, Saxena R, Dwivedi A, Siddiquee MI, Siddiqui U, Konwar R, Chattopadhyay N.	Bioorg. Med. Chem.	2011	19	5409		Cell Proliferation	Antiproliferative activity against estrogen receptor-deficient human MDA-MB-231 cells expressing estrogen receptor after 48 hrs by MTT assay	Human	IC50	18900	nM			
